Store,Date,Temp,Fuel_Price,CPI,Unemployment,IsHoliday,customerCost
1,8/13/2010,HOT,2.6919999999999997,211.63942110000002,8.787,False,569.7333216012
1,8/20/2010,HOT,2.6639999999999997,211.60336329999998,8.787,False,563.7113598311998
1,8/27/2010,HOT,2.6189999999999998,211.5673056,8.787,False,554.0947733664
1,9/3/2010,HOT,2.577,211.53124790000004,8.787,False,545.1160258383001
1,9/10/2010,WARM,2.565,211.49519019999997,8.787,True,542.4851628629999
1,9/17/2010,HOT,2.582,211.5224596,8.787,False,546.1509906872
1,9/24/2010,HOT,2.6239999999999997,211.59722459999998,8.787,False,555.2311173503998
1,10/1/2010,WARM,2.603,211.6719895,8.838,False,550.9821886685
1,10/8/2010,WARM,2.633,211.74675440000001,8.838,False,557.5292043352
1,10/15/2010,WARM,2.72,211.81374359999998,8.838,False,576.133382592
1,10/22/2010,WARM,2.725,211.8612937,8.838,False,577.3220253325001
1,10/29/2010,WARM,2.716,211.9088438,8.838,False,575.5444197608
1,11/5/2010,WARM,2.6889999999999996,211.95639390000002,8.838,False,569.9507431971
1,11/12/2010,WARM,2.728,212.003944,8.838,False,578.3467592320001
1,11/19/2010,WARM,2.7710000000000004,211.88967369999997,8.838,False,587.1462858227
1,11/26/2010,WARM,2.735,211.74843330000002,8.838,True,579.1319650755
1,12/3/2010,MILD,2.708,211.60719300000002,8.838,False,573.0322786440001
1,12/10/2010,MILD,2.843,211.4659526,8.838,False,601.1977032418
1,12/17/2010,MILD,2.8689999999999998,211.40531239999999,8.838,False,606.5218412755999
1,12/24/2010,WARM,2.886,211.4051222,8.838,False,610.1151826692
1,12/31/2010,MILD,2.943,211.4049321,8.838,True,622.1647151703
1,1/7/2011,MILD,2.9760000000000004,211.40474190000003,8.742,False,629.1405118944002
1,1/14/2011,MILD,2.983,211.4574109,8.742,False,630.7774567147001
1,1/21/2011,MILD,3.016,211.82723430000004,8.742,False,638.8709386488001
1,1/28/2011,MILD,3.01,212.19705770000002,8.742,False,638.713143677
1,2/4/2011,MILD,2.989,212.56688119999998,8.742,False,635.3624079068
1,2/11/2011,MILD,3.022,212.9367046,8.742,True,643.4947213012
1,2/18/2011,WARM,3.045,213.2478853,8.742,False,649.3398107385
1,2/25/2011,WARM,3.065,213.535609,8.742,False,654.4866415849999
1,3/4/2011,WARM,3.2880000000000003,213.8233327,8.742,False,703.0511179176001
1,3/11/2011,WARM,3.4589999999999996,214.11105640000002,8.742,False,740.6101440876
1,3/18/2011,WARM,3.488,214.3627114,8.742,False,747.6971373632
1,3/25/2011,WARM,3.4730000000000003,214.59993889999998,8.742,False,745.3055877997
1,4/1/2011,WARM,3.5239999999999996,214.8371664,8.682,False,757.0861743935999
1,4/8/2011,WARM,3.622,215.07439390000002,8.682,False,778.9994547058001
1,4/15/2011,WARM,3.7430000000000003,215.29185609999996,8.682,False,805.8374173822999
1,4/22/2011,WARM,3.807,215.45990530000003,8.682,False,820.2558594771001
1,4/29/2011,WARM,3.81,215.62795440000002,8.682,False,821.542506264
1,5/6/2011,WARM,3.906,215.7960035,8.682,False,842.899189671
1,5/13/2011,WARM,3.8989999999999996,215.9640526,8.682,False,842.0438410873999
1,5/20/2011,WARM,3.907,215.7339202,8.682,False,842.8724262214
1,5/27/2011,WARM,3.786,215.5037878,8.682,False,815.8973406108
1,6/3/2011,HOT,3.699,215.27365530000003,8.682,False,796.2972509547001
1,6/10/2011,HOT,3.648,215.04352290000003,8.682,False,784.4787715392001
1,6/17/2011,HOT,3.637,214.99805959999998,8.682,False,781.9479427652
1,6/24/2011,HOT,3.594,215.09109819999998,8.682,False,773.0374069307999
1,7/1/2011,HOT,3.5239999999999996,215.18413680000003,8.962,False,758.3088980832
1,7/8/2011,HOT,3.48,215.27717540000003,8.962,False,749.1645703920001
1,7/15/2011,HOT,3.575,215.3611087,8.962,False,769.9159636025
1,7/22/2011,HOT,3.6510000000000002,215.4222784,8.962,False,786.5067384384001
1,7/29/2011,HOT,3.682,215.4834482,8.962,False,793.4100562724
1,8/5/2011,HOT,3.6839999999999997,215.544618,8.962,False,794.066372712
1,8/12/2011,HOT,3.638,215.6057878,8.962,False,784.3738560163999
1,8/19/2011,HOT,3.554,215.66931069999998,8.962,False,766.4887302277999
1,8/26/2011,HOT,3.523,215.73322579999999,8.962,False,760.0281544933999
1,9/2/2011,HOT,3.533,215.7971409,8.962,False,762.4112987996999
1,9/9/2011,WARM,3.5460000000000003,215.86105600000002,8.962,True,765.4433045760002
1,9/16/2011,WARM,3.5260000000000002,216.0410526,8.962,False,761.7607514676
1,9/23/2011,WARM,3.467,216.3758246,8.962,False,750.1749838882
1,9/30/2011,WARM,3.355,216.71059649999998,8.962,False,727.0640512575
1,10/7/2011,WARM,3.285,217.0453684,8.866,False,712.994035194
1,10/14/2011,WARM,3.2739999999999996,217.3552733,8.866,False,711.6211647841999
1,10/21/2011,WARM,3.353,217.5159762,8.866,False,729.3310681986001
1,10/28/2011,WARM,3.372,217.67667909999997,8.866,False,734.0057619251999
1,11/4/2011,WARM,3.332,217.837382,8.866,False,725.8341568239999
1,11/11/2011,WARM,3.2969999999999997,217.99808489999998,8.866,False,718.7396859152999
1,11/18/2011,WARM,3.3080000000000003,218.2205088,8.866,False,721.8734431104001
1,11/25/2011,WARM,3.236,218.4676211,8.866,True,706.9612218796001
1,12/2/2011,MILD,3.1719999999999997,218.7147333,8.866,False,693.7631340275999
1,12/9/2011,MILD,3.158,218.96184559999998,8.866,False,691.4815084047999
1,12/16/2011,WARM,3.159,219.17945330000003,8.866,False,692.3878929747001
1,12/23/2011,MILD,3.112,219.3577216,8.866,False,682.6412296192
1,12/30/2011,MILD,3.1289999999999996,219.5359898,8.866,True,686.9281120841999
1,1/6/2012,MILD,3.157,219.71425809999997,8.347999999999999,False,693.6379128217
1,1/13/2012,MILD,3.261,219.89252630000001,8.347999999999999,False,717.0695282643001
1,1/20/2012,WARM,3.2680000000000002,219.98568930000002,8.347999999999999,False,718.9132326324001
1,1/27/2012,WARM,3.29,220.0788523,8.347999999999999,False,724.059424067
1,2/3/2012,WARM,3.36,220.1720153,8.347999999999999,False,739.777971408
1,2/10/2012,MILD,3.409,220.26517830000003,8.347999999999999,True,750.8839928247
1,2/17/2012,MILD,3.51,220.42575860000002,8.347999999999999,False,773.6944126860001
1,2/24/2012,WARM,3.555,220.636902,8.347999999999999,False,784.36418661
1,3/2/2012,WARM,3.63,220.8480454,8.347999999999999,False,801.6784048019999
1,3/9/2012,WARM,3.6689999999999996,221.05918870000002,8.347999999999999,False,811.0661633403
1,3/16/2012,WARM,3.734,221.21181319999997,8.347999999999999,False,826.0049104887999
1,3/23/2012,WARM,3.787,221.2864126,8.347999999999999,False,838.0116445162
1,3/30/2012,WARM,3.845,221.3610119,8.347999999999999,False,851.1330907555
1,4/6/2012,WARM,3.891,221.43561119999998,8.143,False,861.6059631792
1,4/13/2012,WARM,3.891,221.5102105,8.143,False,861.8962290555
1,4/20/2012,WARM,3.877,221.56407369999997,8.143,False,859.0039137348998
1,4/27/2012,WARM,3.8139999999999996,221.61793680000002,8.143,False,845.2508109552
1,5/4/2012,WARM,3.7489999999999997,221.6718,8.143,False,831.0475781999999
1,5/11/2012,WARM,3.688,221.72566319999999,8.143,False,817.7242458815999
1,5/18/2012,WARM,3.63,221.74267400000002,8.143,False,804.9259066200001
1,5/25/2012,WARM,3.5610000000000004,221.744944,8.143,False,789.633745584
1,6/1/2012,WARM,3.5010000000000003,221.7472139,8.143,False,776.3369958639
1,6/8/2012,WARM,3.452,221.7494839,8.143,False,765.4792184228
1,6/15/2012,WARM,3.3930000000000002,221.76264210000002,8.143,False,752.4406446453002
1,6/22/2012,WARM,3.346,221.80302110000002,8.143,False,742.1529086006001
1,6/29/2012,HOT,3.286,221.8434,8.143,False,728.9774124
1,7/6/2012,HOT,3.227,221.88377889999998,7.9079999999999995,False,716.0189545102999
1,7/13/2012,WARM,3.2560000000000002,221.92415789999998,7.9079999999999995,False,722.5850581224
1,7/20/2012,HOT,3.3110000000000004,221.9327267,7.9079999999999995,False,734.8192581037
1,7/27/2012,HOT,3.407,221.9412954,7.9079999999999995,False,756.1539934278001
1,8/3/2012,HOT,3.417,221.9498642,7.9079999999999995,False,758.4026859713999
1,8/10/2012,HOT,3.4939999999999998,221.9584329,7.9079999999999995,False,775.5227645525999
1,8/17/2012,HOT,3.571,222.03841090000003,7.9079999999999995,False,792.8991653239001
1,8/24/2012,WARM,3.62,222.17194569999998,7.9079999999999995,False,804.2624434339999
1,8/31/2012,HOT,3.638,222.30548050000002,7.9079999999999995,False,808.7473380590001
1,9/7/2012,HOT,3.73,222.4390153,7.9079999999999995,True,829.697527069
1,9/14/2012,WARM,3.717,222.58201929999998,7.9079999999999995,False,827.3373657381
1,9/21/2012,WARM,3.721,222.7818386,7.9079999999999995,False,828.9712214305999
1,9/28/2012,WARM,3.6660000000000004,222.9816579,7.9079999999999995,False,817.4507578614
1,10/5/2012,WARM,3.617,223.1814772,7.5729999999999995,False,807.2474030323999
1,10/12/2012,WARM,3.6010000000000004,223.3812965,7.5729999999999995,False,804.3960486965001
1,10/19/2012,WARM,3.594,223.4257233,7.5729999999999995,False,802.9920495401999
1,10/26/2012,WARM,3.5060000000000002,223.44425130000002,7.5729999999999995,False,783.3955450578001
1,11/2/2012,WARM,3.386,223.4627793,7.5729999999999995,False,756.6449707098
1,11/9/2012,WARM,3.3139999999999996,223.48130730000003,7.5729999999999995,False,740.6170523922
1,11/16/2012,WARM,3.252,223.5129105,7.5729999999999995,False,726.863984946
1,11/23/2012,WARM,3.2110000000000003,223.56194739999998,7.5729999999999995,True,717.8574131014
1,11/30/2012,WARM,3.207,223.61098419999996,7.5729999999999995,False,717.1204263293998
1,12/7/2012,WARM,3.198,223.66002110000002,7.5729999999999995,False,715.2647474778
1,12/14/2012,MILD,3.168,223.7192767,7.5729999999999995,False,708.7426685856
1,12/21/2012,WARM,3.0980000000000003,223.8398455,7.5729999999999995,False,693.455841359
1,12/28/2012,MILD,3.108,223.96041430000002,7.5729999999999995,True,696.0689676444001
1,1/4/2013,MILD,3.161,224.080983,7.525,False,708.319987263
1,1/11/2013,WARM,3.2430000000000003,224.2015518,7.525,False,727.0856324874001
1,1/18/2013,MILD,3.237,224.23581319999997,7.525,False,725.8513273283999
1,1/25/2013,WARM,3.227,224.23555180000002,7.525,False,723.6081256586001
1,2/1/2013,WARM,3.2439999999999998,224.2352903,7.525,False,727.4192817331999
1,2/8/2013,WARM,3.417,224.23502889999997,7.525,True,766.2110937512999
1,2/15/2013,MILD,3.475,224.2760526,7.525,False,779.3592827850001
1,2/22/2013,WARM,3.597,224.4202895,7.525,False,807.2397813315
1,3/1/2013,MILD,3.7110000000000003,224.56452630000004,7.525,False,833.3589570993003
1,3/8/2013,WARM,3.658,224.70876319999996,7.525,False,821.9846557855999
1,3/15/2013,WARM,3.622,224.8356808,7.525,False,814.3548358576
1,3/22/2013,WARM,3.611,224.9193005,7.525,False,812.1835941055
1,3/29/2013,WARM,3.6060000000000003,225.0029202,7.525,False,811.3605302412001
1,4/5/2013,WARM,3.583,225.08653990000002,7.314,False,806.4850724617002
1,4/12/2013,WARM,3.529,225.17015959999998,7.314,False,794.6254932283999
1,4/19/2013,WARM,3.451,225.17015959999998,7.314,False,777.0622207795999
1,4/26/2013,WARM,3.417,225.17015959999998,7.314,False,769.4064353531999
1,5/3/2013,WARM,3.386,,,False,
1,5/10/2013,WARM,3.392,,,False,
1,5/17/2013,WARM,3.4539999999999997,,,False,
1,5/24/2013,WARM,3.4939999999999998,,,False,
1,5/31/2013,WARM,3.466,,,False,
1,6/7/2013,WARM,3.4389999999999996,,,False,
1,6/14/2013,WARM,3.431,,,False,
1,6/21/2013,HOT,3.4789999999999996,,,False,
1,6/28/2013,HOT,3.495,,,False,
1,7/5/2013,WARM,3.4219999999999997,,,False,
1,7/12/2013,HOT,3.4,,,False,
1,7/19/2013,WARM,3.556,,,False,
1,7/26/2013,HOT,3.62,,,False,
2,2/5/2010,MILD,2.572,210.75260530000003,9.324,False,542.0557008316001
2,2/12/2010,MILD,2.548,210.8979935,9.324,True,537.3680874380001
2,2/19/2010,MILD,2.5140000000000002,210.9451605,9.324,False,530.316133497
2,2/26/2010,MILD,2.5610000000000004,210.97595730000003,9.324,False,540.3094266453002
2,3/5/2010,MILD,2.625,211.0067542,9.324,False,553.892729775
2,3/12/2010,WARM,2.667,211.03755099999998,9.324,False,562.837148517
2,3/19/2010,WARM,2.72,210.8733316,9.324,False,573.5754619520001
2,3/26/2010,WARM,2.7319999999999998,210.6766095,9.324,False,575.5684971539999
2,4/2/2010,WARM,2.719,210.4798874,9.2,False,572.2948138406
2,4/9/2010,WARM,2.77,210.2831653,9.2,False,582.484367881
2,4/16/2010,WARM,2.8080000000000003,210.1495463,9.2,False,590.0999260104
2,4/23/2010,WARM,2.795,210.1000648,9.2,False,587.229681116
2,4/30/2010,WARM,2.78,210.0505833,9.2,False,583.9406215739999
2,5/7/2010,WARM,2.835,210.00110180000001,9.2,False,595.3531236030001
2,5/14/2010,WARM,2.8539999999999996,209.9984585,9.2,False,599.3356005589999
2,5/21/2010,WARM,2.826,210.2768443,9.2,False,594.2423619918
2,5/28/2010,HOT,2.759,210.5552301,9.2,False,580.9218798459
2,6/4/2010,HOT,2.705,210.833616,9.2,False,570.30493128
2,6/11/2010,HOT,2.668,211.1120018,9.2,False,563.2468208024001
2,6/18/2010,HOT,2.637,211.10965430000002,9.2,False,556.6961583891
2,6/25/2010,HOT,2.653,210.9950134,9.2,False,559.7697705502001
2,7/2/2010,HOT,2.6689999999999996,210.8803726,9.099,False,562.8397144693998
2,7/9/2010,HOT,2.642,210.76573169999998,9.099,False,556.8430631513999
2,7/16/2010,HOT,2.623,210.7577954,9.099,False,552.8176973342
2,7/23/2010,HOT,2.608,210.8921319,9.099,False,550.0066799952001
2,7/30/2010,HOT,2.64,211.0264684,9.099,False,557.109876576
2,8/6/2010,HOT,2.627,211.16080490000002,9.099,False,554.7194344723
2,8/13/2010,HOT,2.6919999999999997,211.2951413,9.099,False,568.8065203796
2,8/20/2010,HOT,2.6639999999999997,211.25965860000002,9.099,False,562.7957305104
2,8/27/2010,HOT,2.6189999999999998,211.2241759,9.099,False,553.1961166821
2,9/3/2010,HOT,2.577,211.1886931,9.099,False,544.2332621186999
2,9/10/2010,WARM,2.565,211.15321040000003,9.099,True,541.6079846760001
2,9/17/2010,HOT,2.582,211.1806415,9.099,False,545.268416353
2,9/24/2010,HOT,2.6239999999999997,211.2552578,9.099,False,554.3337964671999
2,10/1/2010,WARM,2.603,211.3298742,9.163,False,550.0916625426
2,10/8/2010,WARM,2.633,211.4044906,9.163,False,556.6280237498
2,10/15/2010,WARM,2.72,211.4713286,9.163,False,575.202013792
2,10/22/2010,WARM,2.725,211.5187208,9.163,False,576.38851418
2,10/29/2010,WARM,2.716,211.5661131,9.163,False,574.6135631796001
2,11/5/2010,WARM,2.6889999999999996,211.61350530000004,9.163,False,569.0287157517
2,11/12/2010,WARM,2.728,211.6608975,9.163,False,577.4109283800001
2,11/19/2010,WARM,2.7710000000000004,211.5470304,9.163,False,586.1968212384002
2,11/26/2010,WARM,2.735,211.4062867,9.163,True,578.1961941245
2,12/3/2010,MILD,2.708,211.265543,9.163,False,572.107090444
2,12/10/2010,MILD,2.843,211.12479930000003,9.163,False,600.2278044099
2,12/17/2010,MILD,2.8689999999999998,211.06454580000002,9.163,False,605.5441819002
2,12/24/2010,MILD,2.886,211.06465989999998,9.163,False,609.1326084714
2,12/31/2010,MILD,2.943,211.06477400000003,9.163,True,621.1636298820001
2,1/7/2011,MILD,2.9760000000000004,211.06488810000002,9.027999999999999,False,628.1291069856002
2,1/14/2011,MILD,2.983,211.1176713,9.027999999999999,False,629.7640134879
2,1/21/2011,MILD,3.016,211.48646910000002,9.027999999999999,False,637.8431908056001
2,1/28/2011,MILD,3.01,211.8552668,9.027999999999999,False,637.684353068
2,2/4/2011,MILD,2.989,212.22406459999996,9.027999999999999,False,634.3377290893999
2,2/11/2011,MILD,3.022,212.59286239999997,9.027999999999999,True,642.4556301727998
2,2/18/2011,WARM,3.045,212.90331150000003,9.027999999999999,False,648.2905835175001
2,2/25/2011,WARM,3.065,213.190421,9.027999999999999,False,653.428640365
2,3/4/2011,WARM,3.2880000000000003,213.47753050000003,9.027999999999999,False,701.9141202840002
2,3/11/2011,WARM,3.4589999999999996,213.7646401,9.027999999999999,False,739.4118901058999
2,3/18/2011,WARM,3.488,214.0156238,9.027999999999999,False,746.4864958144
2,3/25/2011,WARM,3.4730000000000003,214.25215730000002,9.027999999999999,False,744.0977423029001
2,4/1/2011,WARM,3.5239999999999996,214.48869080000003,8.931000000000001,False,755.8581463792
2,4/8/2011,WARM,3.622,214.7252242,8.931000000000001,False,777.7347620524
2,4/15/2011,WARM,3.7430000000000003,214.9420631,8.931000000000001,False,804.5281421833001
2,4/22/2011,WARM,3.807,215.10966569999997,8.931000000000001,False,818.9224973198999
2,4/29/2011,WARM,3.81,215.27726830000003,8.931000000000001,False,820.2063922230001
2,5/6/2011,WARM,3.906,215.44487090000004,8.931000000000001,False,841.5276657354002
2,5/13/2011,WARM,3.8989999999999996,215.6124735,8.931000000000001,False,840.6730341764999
2,5/20/2011,WARM,3.907,215.38347779999998,8.931000000000001,False,841.5032477645999
2,5/27/2011,WARM,3.786,215.15448219999996,8.931000000000001,False,814.5748696091998
2,6/3/2011,HOT,3.699,214.92548650000003,8.931000000000001,False,795.0093745635
2,6/10/2011,HOT,3.648,214.69649080000002,8.931000000000001,False,783.2127984384001
2,6/17/2011,HOT,3.637,214.6513538,8.931000000000001,False,780.6869737706
2,6/24/2011,HOT,3.594,214.7441108,8.931000000000001,False,771.7903342151999
2,7/1/2011,HOT,3.5239999999999996,214.83686780000002,8.852,False,757.0851221272
2,7/8/2011,HOT,3.48,214.9296249,8.852,False,747.955094652
2,7/15/2011,HOT,3.575,215.0134426,8.852,False,768.673057295
2,7/22/2011,HOT,3.6510000000000002,215.0749122,8.852,False,785.2385044422
2,7/29/2011,HOT,3.682,215.1363819,8.852,False,792.1321581558
2,8/5/2011,HOT,3.6839999999999997,215.1978515,8.852,False,792.788884926
2,8/12/2011,HOT,3.638,215.25932110000002,8.852,False,783.1134101618001
2,8/19/2011,HOT,3.554,215.3229307,8.852,False,765.2576957077999
2,8/26/2011,HOT,3.523,215.38689700000003,8.852,False,758.8080381310001
2,9/2/2011,HOT,3.533,215.4508632,8.852,False,761.1878996856
2,9/9/2011,WARM,3.5460000000000003,215.5148295,8.852,True,764.215585407
2,9/16/2011,WARM,3.5260000000000002,215.6944378,8.852,False,760.5385876828001
2,9/23/2011,WARM,3.467,216.02823560000002,8.852,False,748.9698928252001
2,9/30/2011,WARM,3.355,216.3620333,8.852,False,725.8946217215
2,10/7/2011,WARM,3.285,216.69583109999996,8.440999999999999,False,711.8458051634999
2,10/14/2011,WARM,3.2739999999999996,217.0048261,8.440999999999999,False,710.4738006513999
2,10/21/2011,WARM,3.353,217.1650042,8.440999999999999,False,728.1542590826
2,10/28/2011,WARM,3.372,217.3251824,8.440999999999999,False,732.8205150527999
2,11/4/2011,WARM,3.332,217.48536049999998,8.440999999999999,False,724.6612211859999
2,11/11/2011,WARM,3.2969999999999997,217.6455387,8.440999999999999,False,717.5773410938999
2,11/18/2011,WARM,3.3080000000000003,217.86702180000003,8.440999999999999,False,720.7041081144001
2,11/25/2011,WARM,3.236,218.1130269,8.440999999999999,True,705.8137550484
2,12/2/2011,MILD,3.1719999999999997,218.35903190000002,8.440999999999999,False,692.6348491868
2,12/9/2011,MILD,3.158,218.605037,8.440999999999999,False,690.354706846
2,12/16/2011,WARM,3.159,218.82179280000003,8.440999999999999,False,691.2580434552001
2,12/23/2011,MILD,3.112,218.9995495,8.440999999999999,False,681.526598044
2,12/30/2011,MILD,3.1289999999999996,219.1773063,8.440999999999999,True,685.8057914126999
2,1/6/2012,MILD,3.157,219.355063,8.057,False,692.503933891
2,1/13/2012,MILD,3.261,219.53281980000003,8.057,False,715.8965253678001
2,1/20/2012,WARM,3.2680000000000002,219.6258417,8.057,False,717.7372506756001
2,1/27/2012,WARM,3.29,219.7188636,8.057,False,722.875061244
2,2/3/2012,WARM,3.36,219.81188540000002,8.057,False,738.5679349440001
2,2/10/2012,MILD,3.409,219.90490730000002,8.057,True,749.6558289857
2,2/17/2012,MILD,3.51,220.06519930000002,8.057,False,772.4288495430001
2,2/24/2012,WARM,3.555,220.27594399999998,8.057,False,783.08098092
2,3/2/2012,WARM,3.63,220.4866886,8.057,False,800.366679618
2,3/9/2012,WARM,3.6689999999999996,220.6974332,8.057,False,809.7388824108
2,3/16/2012,WARM,3.734,220.84984680000002,8.057,False,824.6533279512
2,3/23/2012,WARM,3.787,220.9244858,8.057,False,836.6410277246
2,3/30/2012,WARM,3.845,220.9991248,8.057,False,849.741634856
2,4/6/2012,WARM,3.891,221.07376380000002,7.891,False,860.1980149458001
2,4/13/2012,WARM,3.891,221.14840279999999,7.891,False,860.4884352948
2,4/20/2012,WARM,3.877,221.2021074,7.891,False,857.6005703897999
2,4/27/2012,WARM,3.8139999999999996,221.25581200000002,7.891,False,843.869666968
2,5/4/2012,WARM,3.7489999999999997,221.30951659999997,7.891,False,829.6893777333999
2,5/11/2012,WARM,3.688,221.36322119999997,7.891,False,816.3875597855999
2,5/18/2012,WARM,3.63,221.380331,7.891,False,803.61060153
2,5/25/2012,WARM,3.5610000000000004,221.3828029,7.891,False,788.3441611269001
2,6/1/2012,WARM,3.5010000000000003,221.38527480000002,7.891,False,775.0698470748001
2,6/8/2012,WARM,3.452,221.38774669999998,7.891,False,764.2305016083999
2,6/15/2012,HOT,3.3930000000000002,221.4009901,7.891,False,751.2135594093
2,6/22/2012,HOT,3.346,221.4411622,7.891,False,740.9421287212
2,6/29/2012,HOT,3.286,221.48133430000004,7.891,False,727.7876645098002
2,7/6/2012,HOT,3.227,221.52150640000002,7.565,False,714.8499011528
2,7/13/2012,HOT,3.2560000000000002,221.5616784,7.565,False,721.4048248704
2,7/20/2012,HOT,3.3110000000000004,221.5701123,7.565,False,733.6186418253001
2,7/27/2012,HOT,3.407,221.5785461,7.565,False,754.9181065627
2,8/3/2012,HOT,3.417,221.58697990000002,7.565,False,757.1627103183
2,8/10/2012,HOT,3.4939999999999998,221.59541380000002,7.565,False,774.2543758172
2,8/17/2012,HOT,3.571,221.67514590000002,7.565,False,791.6019460089001
2,8/24/2012,WARM,3.62,221.80835180000003,7.565,False,802.9462335160001
2,8/31/2012,HOT,3.638,221.94155759999998,7.565,False,807.4233865488
2,9/7/2012,HOT,3.73,222.0747635,7.565,True,828.338867855
2,9/14/2012,WARM,3.717,222.2174395,7.565,False,825.9822226215001
2,9/21/2012,WARM,3.721,222.41693619999998,7.565,False,827.6134196001999
2,9/28/2012,WARM,3.6660000000000004,222.61643289999998,7.565,False,816.1118430114
2,10/5/2012,WARM,3.617,222.8159296,7.17,False,805.9252173632
2,10/12/2012,WARM,3.6010000000000004,223.01542630000003,7.17,False,803.0785501063002
2,10/19/2012,WARM,3.594,223.0598077,7.17,False,801.6769488737999
2,10/26/2012,WARM,3.5060000000000002,223.0783366,7.17,False,782.1126481196001
2,11/2/2012,WARM,3.386,223.09686549999998,7.17,False,755.405986583
2,11/9/2012,WARM,3.3139999999999996,223.1153944,7.17,False,739.4044170415999
2,11/16/2012,WARM,3.252,223.1469028,7.17,False,725.6737279055999
2,11/23/2012,WARM,3.2110000000000003,223.19571729999998,7.17,True,716.6814482503
2,11/30/2012,WARM,3.207,223.2445318,7.17,False,715.9452134826
2,12/7/2012,WARM,3.198,223.2933463,7.17,False,714.0921214674
2,12/14/2012,MILD,3.168,223.3523969,7.17,False,707.5803933792
2,12/21/2012,WARM,3.0980000000000003,223.4728642,7.17,False,692.3189332916
2,12/28/2012,MILD,3.108,223.5933316,7.17,True,694.9280746128001
2,1/4/2013,MILD,3.161,223.7137989,7.237,False,707.1593183229
2,1/11/2013,MILD,3.2430000000000003,223.83426630000002,7.237,False,725.8945256109001
2,1/18/2013,MILD,3.237,223.86882000000003,7.237,False,724.6633703400001
2,1/25/2013,WARM,3.227,223.86900830000002,7.237,False,722.4252897841001
2,2/1/2013,WARM,3.2439999999999998,223.8691966,7.237,False,726.2316737704
2,2/8/2013,WARM,3.417,223.8693849,7.237,True,764.9616882033
2,2/15/2013,MILD,3.475,223.9106714,7.237,False,778.0895831150001
2,2/22/2013,MILD,3.597,224.05470319999998,7.237,False,805.9247674103999
2,3/1/2013,MILD,3.7110000000000003,224.198735,7.237,False,832.001505585
2,3/8/2013,WARM,3.658,224.3427668,7.237,False,820.6458409544
2,3/15/2013,WARM,3.622,224.46943900000002,7.237,False,813.0283080580001
2,3/22/2013,WARM,3.611,224.55271209999998,7.237,False,810.8598433930999
2,3/29/2013,WARM,3.6060000000000003,224.6359852,7.237,False,810.0373626312
2,4/5/2013,WARM,3.583,224.7192583,7.112,False,805.1691024889001
2,4/12/2013,WARM,3.529,224.80253140000002,7.112,False,793.3281333106
2,4/19/2013,WARM,3.451,224.80253140000002,7.112,False,775.7935358614001
2,4/26/2013,WARM,3.417,224.80253140000002,7.112,False,768.1502497938001
2,5/3/2013,WARM,3.386,,,False,
2,5/10/2013,WARM,3.392,,,False,
2,5/17/2013,WARM,3.4539999999999997,,,False,
2,5/24/2013,WARM,3.4939999999999998,,,False,
2,5/31/2013,WARM,3.466,,,False,
2,6/7/2013,WARM,3.4389999999999996,,,False,
2,6/14/2013,HOT,3.431,,,False,
2,6/21/2013,HOT,3.4789999999999996,,,False,
